news_id,date,headline,event_type,affected_city,sentiment_score,sentiment_label,disruption_signal
NEWS0231,2022-09-28,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.544,Negative,1
NEWS0232,2021-04-01,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.45,Negative,1
NEWS0233,2024-02-23,Normal supply chain operations resume after festival season,Normal,Pan-India,0.687,Highly Positive,0
NEWS0234,2024-03-18,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.84,Highly Negative,1
NEWS0235,2022-11-15,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.628,Highly Negative,1
NEWS0236,2021-01-26,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.744,Highly Negative,1
NEWS0237,2021-09-09,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.648,Highly Negative,1
NEWS0238,2023-08-31,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.675,Highly Negative,1
NEWS0239,2023-01-05,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.781,Highly Negative,1
NEWS0240,2023-03-03,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.615,Highly Negative,1
NEWS0241,2022-04-07,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.427,Negative,1
NEWS0242,2022-07-02,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.533,Negative,1
NEWS0243,2021-07-01,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.748,Highly Positive,0
NEWS0244,2021-03-26,Normal supply chain operations resume after festival season,Normal,Pan-India,0.567,Positive,0
NEWS0245,2023-08-05,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.78,Highly Negative,1
NEWS0246,2023-06-06,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.598,Negative,1
NEWS0247,2022-10-20,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.504,Negative,1
NEWS0248,2022-07-05,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.576,Negative,1
NEWS0249,2022-12-01,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.644,Highly Positive,0
NEWS0250,2023-03-28,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.796,Highly Negative,1
NEWS0251,2023-08-28,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.95,Highly Negative,1
NEWS0252,2023-09-02,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.673,Highly Negative,1
NEWS0253,2022-10-06,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.6,Highly Positive,0
NEWS0254,2022-03-03,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.828,Highly Positive,0
NEWS0255,2022-12-27,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.464,Negative,1
NEWS0256,2021-10-12,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.527,Negative,1
NEWS0257,2023-08-01,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.843,Highly Positive,0
NEWS0258,2023-07-17,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.682,Highly Positive,0
NEWS0259,2023-02-17,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.734,Highly Negative,1
NEWS0260,2023-07-26,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.925,Highly Negative,1
NEWS0261,2023-06-23,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.46,Negative,1
NEWS0262,2021-05-18,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.578,Negative,1
NEWS0263,2024-01-01,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.622,Highly Negative,1
NEWS0264,2024-03-13,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.415,Negative,1
NEWS0265,2023-03-12,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.919,Highly Negative,1
NEWS0266,2024-03-15,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.818,Highly Negative,1
NEWS0267,2021-06-17,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.477,Negative,1
NEWS0268,2022-01-24,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.819,Highly Negative,1
NEWS0269,2023-05-15,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.682,Highly Positive,0
NEWS0270,2022-10-03,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.851,Highly Positive,0
NEWS0271,2021-12-16,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.824,Highly Negative,1
NEWS0272,2023-10-27,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.717,Highly Positive,0
NEWS0273,2023-12-06,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.775,Highly Negative,1
NEWS0274,2021-10-09,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.893,Highly Negative,1
NEWS0275,2022-06-27,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.54,Negative,1
NEWS0276,2022-09-30,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.859,Highly Negative,1
NEWS0277,2021-08-16,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.748,Highly Negative,1
NEWS0278,2022-07-03,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.648,Highly Positive,0
NEWS0279,2023-11-03,Normal supply chain operations resume after festival season,Normal,Pan-India,0.592,Positive,0
NEWS0280,2021-03-02,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.585,Negative,1
NEWS0281,2022-03-18,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.853,Highly Negative,1
NEWS0282,2022-08-28,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.713,Highly Negative,1
NEWS0283,2021-09-23,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.771,Highly Negative,1
NEWS0284,2024-04-08,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.836,Highly Negative,1
NEWS0285,2022-06-11,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.953,Highly Negative,1
NEWS0286,2023-05-21,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.681,Highly Negative,1
NEWS0287,2023-06-21,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.576,Negative,1
NEWS0288,2022-05-02,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.557,Negative,1
NEWS0289,2024-02-09,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.971,Highly Negative,1
NEWS0290,2021-09-18,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.916,Highly Negative,1
NEWS0291,2021-11-13,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.738,Highly Negative,1
NEWS0292,2021-09-22,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.537,Negative,1
NEWS0293,2022-07-24,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.585,Negative,1
NEWS0294,2023-01-31,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.661,Highly Positive,0
NEWS0295,2022-02-10,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.799,Highly Negative,1
NEWS0296,2023-05-29,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.791,Highly Positive,0
NEWS0297,2022-10-31,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.833,Highly Negative,1
NEWS0298,2023-02-20,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.887,Highly Negative,1
NEWS0299,2022-11-07,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.666,Highly Negative,1
NEWS0300,2021-10-29,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.839,Highly Negative,1
NEWS0301,2024-02-19,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.556,Negative,1
NEWS0302,2022-05-20,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.587,Negative,1
NEWS0303,2023-05-07,Normal supply chain operations resume after festival season,Normal,Pan-India,0.696,Highly Positive,0
NEWS0304,2023-10-19,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.77,Highly Positive,0
NEWS0305,2022-02-02,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.517,Negative,1
NEWS0306,2024-01-06,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.751,Highly Positive,0
NEWS0307,2021-02-10,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.798,Highly Positive,0
NEWS0308,2023-10-29,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.741,Highly Positive,0
NEWS0309,2022-03-06,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.547,Negative,1
NEWS0310,2024-02-24,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.725,Highly Negative,1
NEWS0311,2023-02-13,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.819,Highly Positive,0
NEWS0312,2021-07-30,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.918,Highly Negative,1
NEWS0313,2021-12-08,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.566,Negative,1
NEWS0314,2022-08-07,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.436,Negative,1
NEWS0315,2022-02-04,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.614,Highly Negative,1
NEWS0316,2024-04-09,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.436,Negative,1
NEWS0317,2021-11-09,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.983,Highly Negative,1
NEWS0318,2021-08-09,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.818,Highly Negative,1
NEWS0319,2023-12-08,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.846,Highly Negative,1
NEWS0320,2021-05-26,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.881,Highly Positive,0
NEWS0321,2022-11-08,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.776,Highly Negative,1
NEWS0322,2022-01-08,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.59,Negative,1
NEWS0323,2022-03-28,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.778,Highly Negative,1
NEWS0324,2022-08-13,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.839,Highly Negative,1
NEWS0325,2023-05-08,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.81,Highly Negative,1
NEWS0326,2023-06-09,Normal supply chain operations resume after festival season,Normal,Pan-India,0.715,Highly Positive,0
NEWS0327,2022-05-19,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.547,Negative,1
NEWS0328,2023-12-22,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.684,Highly Negative,1
NEWS0329,2023-04-26,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.467,Negative,1
NEWS0330,2024-01-28,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.934,Highly Negative,1
NEWS0331,2021-06-18,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.979,Highly Negative,1
NEWS0332,2023-09-23,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.63,Highly Negative,1
NEWS0333,2023-06-25,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.668,Highly Negative,1
NEWS0334,2023-06-06,Normal supply chain operations resume after festival season,Normal,Pan-India,0.744,Highly Positive,0
NEWS0335,2021-03-20,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.375,Negative,0
NEWS0336,2023-04-21,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.758,Highly Positive,0
NEWS0337,2024-03-02,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.957,Highly Negative,1
NEWS0338,2023-10-05,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.689,Highly Positive,0
NEWS0339,2022-12-14,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.71,Highly Positive,0
NEWS0340,2023-09-02,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.676,Highly Negative,1
NEWS0341,2023-04-18,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.673,Highly Negative,1
NEWS0342,2023-12-18,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.56,Negative,1
NEWS0343,2023-09-24,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.719,Highly Negative,1
NEWS0344,2023-02-09,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.521,Negative,1
NEWS0345,2024-03-11,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.619,Highly Negative,1
NEWS0346,2024-02-16,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.641,Highly Negative,1
NEWS0347,2021-10-16,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.749,Highly Positive,0
NEWS0348,2023-11-03,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.83,Highly Negative,1
NEWS0349,2023-09-27,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.724,Highly Negative,1
NEWS0350,2024-01-19,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.711,Highly Positive,0
NEWS0351,2022-12-17,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.771,Highly Negative,1
NEWS0352,2023-11-14,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.73,Highly Positive,0
NEWS0353,2021-02-11,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.929,Highly Negative,1
NEWS0354,2022-04-13,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.824,Highly Negative,1
NEWS0355,2022-07-16,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.718,Highly Negative,1
NEWS0356,2021-06-16,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.548,Negative,1
NEWS0357,2022-05-12,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.596,Positive,0
NEWS0358,2023-06-30,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.903,Highly Negative,1
NEWS0359,2021-01-11,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.599,Positive,0
NEWS0360,2022-04-17,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.858,Highly Negative,1
NEWS0361,2024-02-23,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.935,Highly Negative,1
NEWS0362,2023-07-29,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.847,Highly Negative,1
NEWS0363,2023-09-14,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.948,Highly Negative,1
NEWS0364,2023-01-19,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.798,Highly Negative,1
NEWS0365,2023-01-07,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.768,Highly Negative,1
NEWS0366,2022-08-05,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.841,Highly Negative,1
NEWS0367,2022-10-16,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.806,Highly Positive,0
NEWS0368,2022-11-05,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.792,Highly Negative,1
NEWS0369,2022-01-02,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.696,Highly Positive,0
NEWS0370,2023-06-13,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.801,Highly Negative,1
NEWS0371,2021-05-20,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.654,Highly Negative,1
NEWS0372,2023-07-27,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.703,Highly Positive,0
NEWS0373,2021-05-23,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.477,Negative,1
NEWS0374,2024-02-23,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.599,Negative,1
NEWS0375,2021-06-08,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.792,Highly Positive,0
NEWS0376,2022-03-05,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.865,Highly Positive,0
NEWS0377,2021-06-05,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.808,Highly Negative,1
NEWS0378,2021-03-04,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.669,Highly Negative,1
NEWS0379,2021-01-26,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.891,Highly Negative,1
NEWS0380,2022-02-25,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.715,Highly Positive,0
NEWS0381,2024-02-28,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.59,Negative,1
NEWS0382,2022-11-11,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.756,Highly Negative,1
NEWS0383,2021-11-19,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.488,Negative,1
NEWS0384,2023-12-08,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.938,Highly Negative,1
NEWS0385,2022-11-29,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.953,Highly Negative,1
NEWS0386,2023-04-23,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.754,Highly Positive,0
NEWS0387,2023-09-28,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.683,Highly Negative,1
NEWS0388,2024-03-12,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.786,Highly Positive,0
NEWS0389,2021-06-24,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.918,Highly Negative,1
NEWS0390,2022-07-17,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.84,Highly Negative,1
NEWS0391,2024-04-02,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.859,Highly Positive,0
NEWS0392,2022-01-15,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.486,Negative,1
NEWS0393,2023-10-06,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.574,Negative,1
NEWS0394,2022-02-03,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.889,Highly Negative,1
NEWS0395,2021-10-27,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.886,Highly Negative,1
NEWS0396,2023-06-23,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.561,Negative,1
NEWS0397,2021-05-16,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.757,Highly Positive,0
NEWS0398,2021-10-28,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.661,Highly Negative,1
NEWS0399,2022-11-05,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.743,Highly Negative,1
NEWS0400,2021-05-12,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.845,Highly Negative,1
NEWS0401,2023-04-03,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.794,Highly Negative,1
NEWS0402,2021-10-29,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.708,Highly Positive,0
NEWS0403,2022-01-01,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.587,Positive,0
NEWS0404,2023-06-07,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.695,Highly Positive,0
NEWS0405,2021-10-03,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.613,Highly Negative,1
NEWS0406,2021-03-03,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.748,Highly Negative,1
NEWS0407,2021-07-12,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.852,Highly Negative,1
NEWS0408,2024-03-04,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.748,Highly Negative,1
NEWS0409,2022-12-09,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.66,Highly Negative,1
NEWS0410,2023-03-24,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.928,Highly Negative,1
NEWS0411,2021-02-19,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.824,Highly Negative,1
NEWS0412,2023-04-18,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.602,Highly Negative,1
NEWS0413,2021-03-18,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.614,Highly Positive,0
NEWS0414,2023-04-19,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.665,Highly Positive,0
NEWS0415,2023-05-16,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.849,Highly Negative,1
NEWS0416,2023-05-27,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.71,Highly Negative,1
NEWS0417,2022-07-15,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.799,Highly Negative,1
NEWS0418,2023-10-15,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.53,Negative,1
NEWS0419,2023-07-13,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.424,Negative,1
NEWS0420,2023-06-07,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.987,Highly Negative,1
NEWS0421,2023-02-07,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.941,Highly Negative,1
NEWS0422,2023-10-25,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.805,Highly Negative,1
NEWS0423,2021-12-26,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.871,Highly Negative,1
NEWS0424,2023-07-16,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.947,Highly Negative,1
NEWS0425,2022-10-11,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.864,Highly Negative,1
NEWS0426,2021-05-13,Normal supply chain operations resume after festival season,Normal,Pan-India,0.742,Highly Positive,0
NEWS0427,2024-01-29,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.923,Highly Negative,1
NEWS0428,2022-10-20,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.608,Highly Positive,0
NEWS0429,2023-07-02,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.772,Highly Positive,0
NEWS0430,2023-05-17,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.561,Negative,1
NEWS0431,2024-02-01,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.615,Highly Negative,1
NEWS0432,2024-03-13,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.901,Highly Negative,1
NEWS0433,2023-12-22,Normal supply chain operations resume after festival season,Normal,Pan-India,0.687,Highly Positive,0
NEWS0434,2022-06-09,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.544,Negative,1
NEWS0435,2022-07-13,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-1.0,Highly Negative,1
NEWS0436,2021-05-18,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.657,Highly Negative,1
NEWS0437,2023-12-09,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.555,Negative,1
NEWS0438,2022-12-02,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.604,Highly Negative,1
NEWS0439,2022-06-18,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.72,Highly Positive,0
NEWS0440,2022-02-05,Normal supply chain operations resume after festival season,Normal,Pan-India,0.563,Positive,0
NEWS0441,2021-01-22,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.385,Negative,0
NEWS0442,2022-01-17,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.577,Negative,1
NEWS0443,2021-04-13,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.802,Highly Negative,1
NEWS0444,2024-02-10,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.672,Highly Negative,1
NEWS0445,2023-05-09,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.78,Highly Negative,1
NEWS0446,2024-01-01,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.533,Negative,1
NEWS0447,2023-07-22,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.726,Highly Positive,0
NEWS0448,2023-07-01,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.426,Negative,1
NEWS0449,2023-03-28,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.736,Highly Positive,0
NEWS0450,2021-05-25,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.636,Highly Negative,1
NEWS0451,2021-05-28,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.983,Highly Negative,1
NEWS0452,2022-06-27,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.926,Highly Negative,1
NEWS0453,2021-12-05,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.788,Highly Negative,1
NEWS0454,2022-04-24,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.82,Highly Negative,1
NEWS0455,2023-11-09,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.877,Highly Negative,1
NEWS0456,2021-02-11,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.8,Highly Negative,1
NEWS0457,2021-01-14,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.892,Highly Negative,1
NEWS0458,2023-10-12,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.951,Highly Negative,1
NEWS0459,2023-12-29,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.704,Highly Positive,0
NEWS0460,2023-03-21,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.772,Highly Negative,1
NEWS0461,2024-01-11,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.641,Highly Negative,1
NEWS0462,2022-08-14,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.804,Highly Positive,0
